"ID"	"Description"	"pvalue"	"p.adjust"	"NES"	"enrichmentScore"	"setSize"	"core_enrichment"
"R-MMU-109582"	"Hemostasis"	0.00011285407967498	0.0038778413615178	1.98911987373003	0.447526962841888	486	"Nos2, Sh2b2, Atp2a1, Fgr, Itgb2, Cd84, Pf4, Dok2, Prkcb, Fermt3, Sdc3, Procr, Igf1, Lhfpl2, Plek, F7, Vav1, Lcp2, Mmrn1, Col1a2, Islr, Srgn, Lat, Fcer1g, Gas6, Actn2, Col1a1, Cd36, Ppbp, Serpine2, Dock2, Thbd, F10, Syk, Rac2, Plaur, Slc7a8, Atp1b1, Spn, P2rx5, Cd48, Serping1, Olr1, Ctsw, Pik3cg, Rasgrp1, Gngt2, Lyn, Pik3r5, Tagln2, Pla2g4a, Sell, Selp, Timp3, Dock8, Gna15, Atp2a3, Slc8a1, Prkcd, Tgfb1, Spp2, Itgax, Vav3, Apbb1ip, Dgka, Prkch, Jaml, Prcp, Inpp5d, Gp9, Sirpa, Dock4, Psap, Tmsb4x, Slc7a7, Pdgfb, F13a1, Itga5, Daglb, Selenop, Timp1, Ptpn6, Rasgrp2, Gng2, Nos1, App, Plcg2, Atp1b2, Ptpn1, Vegfd, Pdpn, Kif13b, Psg18, Ptgir, Pros1, Gng3, Fn1, Plau, Pik3r6, Dgkz, Slc7a9, Mafg, Serpina3i, Tor4a, Rap1b, Gpc1, Hmg20b, Rarres2, Trem1, Endod1, Ppp2r5b, Fyn, S100a10, Dgkh, Serpinb8, Kif3c, Slc7a11, Mgll, Qsox1, P2rx1, Stxbp3, Proc, Cfd, Arrb1, Serpinb6a, Abhd12, Itpr2, Cyb5r1, Gng13, Kng2"
"R-MMU-6798695"	"Neutrophil degranulation"	0.000113007119448525	0.0038778413615178	2.46123297183917	0.554084571976973	479	"H2-M2, Clec4d, Clec4n, C3, Lyz2, Clec5a, Cxcl2, S100a8, Bst1, Tarm1, Adam8, Ptafr, Slc11a1, Fgr, Cybb, Cd14, Lilr4b, Tyrobp, Cfp, Tnfrsf1b, Gmfg, Hk3, Itgb2, Folr2, Anpep, Fpr1, Lilrb4a, Cd53, Fgl2, Ctss, Plac8, Glipr1, C5ar1, Nfam1, Cd55, Nckap1l, Lilra6, Arg1, Ptprc, Tlr2, Cyba, Cd68, C3ar1, Clec12a, Fcer1g, Ctsc, Atp8b4, Cd36, Hp, Ppbp, Mcemp1, Dock2, Gm15448, Fcgr4, Ctsh, Plaur, H2-T24, Lair1, Cxcl3, Olr1, Mmp25, H2-T23, H2-Q4, Gsdmd, Sell, Aldh3b1, Trpm2, Prkcd, Padi2, Itgax, Dok3, Atp8a1, Gpr84, Stbd1, S100a9, Qpct, Creg1, Cd93, Prcp, Ctsg, Rhof, Sirpa, Mvp, Ticam2, Cstb, Psap, Alox5, Unc13d, Mospd2, Gm7030, Fcgr2b, Cxcr2, Pnp2, H2-Q2, Ifi204, Ptpn6, Mgst1, Plekho2, Arhgap9, Gm8909, Ampd3, Ctsa, Pnp, Dnase1l1, Lcn2, Rab5b, Arl8a, Gns, Psg18, Gm2a, Gm11127, Npc2, Serpinb12, Pycard, H2-Q10, Plau, Adgrg3, Ctsb, Rab37, Serpina3i, Rnase2b, Gsn, Gyg, Gm5771, Cst3, Tcirg1, Enpp4, Rap1b, Tmbim1, H2-M9, Cnn2, Hspa1a, Crispld2, Pygl, Cant1, Cotl1, Qsox1, P2rx1, Stom, Cfd, Arhgap45, Lamp1, Bst2, Serpinb6a, Slc15a4, H2-M3, Capn1, Vamp8, Prss3"
"R-MMU-500792"	"GPCR ligand binding"	0.000118217283366828	0.0038778413615178	1.9506943016693	0.449458140089405	354	"C3, Cxcl2, Ptafr, Ccl5, Fpr1, Ccr5, Pf4, Cxcl16, Cmklr1, Lpar1, Ccl9, Ccl6, Cxcl12, C5ar1, Hcar2, Ptger2, Hrh2, Cd55, S1pr4, Cxcl9, Adgre1, Gpr132, C3ar1, P2ry6, Gpr65, Cxcr6, Ppbp, Penk, Cxcl13, Cxcl3, Gngt2, Bdkrb2, Ptger4, Hc, Cysltr1, Ccl1, Cnr2, P2ry10, Ccrl2, Npy, Xcl1, P2ry13, Grm2, Tacr1, Psap, Cysltr2, Adm2, Gpr35, Cxcr2, Lpar6, Pth2, Ccl19, S1pr3, Hebp1, Pth1r, F2rl1, Gng2, Adrb2, Pth2r, App, P2ry2, Npy5r, Grm5, Ffar2, Calcrl, Ptgfr, Gpr17, Npy1r, Gpha2, C5ar2, Ramp1, Ptgir, Gpr18, Gper1, Adora2b, Gng3, Crhr1, Mc3r"
"R-MMU-418594"	"G alpha (i) signalling events"	0.000119488588839766	0.0038778413615178	1.88371685908704	0.436297983883565	332	"C3, Cxcl2, Ccl5, Fpr1, Ccr5, Pf4, Cxcl16, Lpar1, Ccl9, Ccl6, Cxcl12, Sdc3, C5ar1, Hcar2, S1pr4, Rgs1, Cxcl9, C3ar1, Akr1c18, Cxcr6, Ccr1, Ppbp, Penk, Cxcl13, Cxcl3, Gpc3, Rgs16, Lrp1, Gngt2, Bdkrb2, Pla2g4a, Hc, Ccl1, Prkcd, Cnr2, Ccl4, Npy, P2ry13, Grm2, Gnat1, Psap, Akr1c14, Dhrs3, Cxcr2, Ccl19, S1pr3, Hebp1, Rdh5, Gng2, Rbp2, App, Npy5r, Rgs10, Akr1c13, Gpr17, Npy1r, Gpr18, Gper1, Gng3, Sag, Gpsm3, Rgs17, Gpc4, Lrp10, Tas2r130, Gpc1, Cnr1, Stra6, Insl5, Grk2, Gucy2f, Cxcl10, Rgs14, Gabbr2, Awat2, Sstr3, Ccr3, Pde4a, Plcb2, Gng13, Gpc2, Kng2, Gpr31b, P2ry4, Tas2r108, Sdc4, Aplnr"
"R-MMU-1280215"	"Cytokine Signaling in Immune system"	0.000121182743577315	0.0038778413615178	2.28351941588468	0.533044403993508	302	"Il21r, Il7r, Il1rn, Tnfrsf1b, Csf3r, Csf1r, Ifng, Il1a, Tnf, Csf2ra, Hck, Il1b, Il1rl1, Vav1, Tnfsf15, Il10ra, Il1r2, Socs1, Irak3, Cd40, Il12rb1, Syk, Il4ra, Ltb, Casp1, Il2rb, Tnfrsf13b, Il23a, Ebi3, Il27ra, Il27, Crlf2, Tnfsf4, Il6, Lyn, Csf1, Il33, Birc3, Il12rb2, Irak2, Pik3cd, Prkcd, Il6ra, Tnfrsf13c, Il13ra1, Il1rl2, Camk2a, Inpp5d, Ctsg, Tnfrsf14, Nod1, Il15ra, Nfkb2, Tnfrsf11b, Map3k8, Clcf1, Ifngr1, Tnfsf8, Il16, Edar, Relb, Ptpn6, Nfkbia, Rnasel, Ifnlr1, Osm, Map3k3, Tec, App, Ptpn1, Tnfsf14, Mapkapk3, Il20ra, Cd4, Ptk2b, Il11, Tnfrsf11a, Fyn, Lif, Jun, Lifr, Osmr, Stat4, Ifngr2, Flt3l, Traf3, Myd88, Isg15, Csf3, Ifnar2, Tnfrsf1a, Ifnab, Stat5b, Camk2d, Uba7, Tnfrsf4, Tnfrsf12a, Tnfrsf18, Oasl1, Nfkb1, Mx2, Usp18, Ifnl3, Sqstm1, Lta, Eif4g3, Inppl1"
"R-MMU-373076"	"Class A/1 (Rhodopsin-like receptors)"	0.0001232741617357	0.0038778413615178	2.05014025446712	0.483715831178579	272	"C3, Cxcl2, Ptafr, Ccl5, Fpr1, Ccr5, Pf4, Cxcl16, Cmklr1, Lpar1, Ccl9, Ccl6, Cxcl12, C5ar1, Hcar2, Ptger2, Hrh2, S1pr4, Cxcl9, Gpr132, C3ar1, P2ry6, Gpr65, Cxcr6, Ppbp, Penk, Cxcl13, Cxcl3, Bdkrb2, Ptger4, Hc, Cysltr1, Ccl1, Cnr2, P2ry10, Ccrl2, Npy, Xcl1, P2ry13, Tacr1, Psap, Cysltr2, Gpr35, Cxcr2, Lpar6, Ccl19, S1pr3, Hebp1, F2rl1, Adrb2, App, P2ry2, Npy5r, Ffar2, Ptgfr, Gpr17, Npy1r, Gpha2, C5ar2, Ptgir, Gpr18, Gper1, Adora2b, Mc3r"
"R-MMU-1474244"	"Extracellular matrix organization"	0.000124115675809855	0.0038778413615178	1.95319573170379	0.46309332002687	258	"Mmp19, Adam8, Mmp12, Dcn, Itgb2, Mmp2, Col3a1, Ctss, Sdc3, Icam1, Htra1, Col1a2, Spp1, Col1a1, Loxl1, Ltbp2, Mmp3, Fbn1, Cma1, Mmp13, Mmp25, Col5a2, Bgn, Col27a1, Fbln2, Itgb5, Tgfb1, Klk1b22, Itgax, Itgb7, Capn5, Ctsg, Tnc, Lum, Mfap4, Nid1, Capn15, Plec, Ctsl, Pdgfb, Itga5, Emilin2, Lama2, Pcolce2, Col18a1, Klk1b11, Timp1, Tnn, Col10a1, Col6a1, Bmp1, Col12a1, Klk1b3, Mfap5, Lamb2, App, Ddr1, Psg18, Fn1, Madcam1, Ctsb, Mmp14, Gm5771, Lox, Mmp11, Col4a1, 4930486L24Rik, Col4a4, Adamts2, Adam19, Ddr2, Lama5, Col16a1, Col6a2, Efemp2, Loxl4, Capn1, Prss3, Cd47, Ctsk, Col14a1, Sdc4, Col15a1, Col5a3, Pcolce, Bmp7"
"R-MMU-76002"	"Platelet activation, signaling and aggregation"	0.000125786163522013	0.0038778413615178	2.21226904610637	0.529381250475935	233	"Pf4, Prkcb, Fermt3, Igf1, Lhfpl2, Plek, Vav1, Lcp2, Mmrn1, Col1a2, Islr, Srgn, Lat, Fcer1g, Gas6, Actn2, Col1a1, Cd36, Ppbp, Syk, Rac2, Serping1, Ctsw, Pik3cg, Rasgrp1, Gngt2, Lyn, Pik3r5, Tagln2, Pla2g4a, Selp, Timp3, Gna15, Prkcd, Tgfb1, Spp2, Vav3, Apbb1ip, Dgka, Prkch, Gp9, Psap, Tmsb4x, Pdgfb, F13a1, Daglb, Selenop, Timp1, Ptpn6, Rasgrp2, Gng2, App, Plcg2, Ptpn1, Vegfd, Pdpn, Pros1, Gng3, Fn1, Pik3r6, Dgkz, Serpina3i, Tor4a, Rap1b, Rarres2, Endod1, Fyn, Dgkh, Mgll, Qsox1, Stxbp3, Cfd, Arrb1, Abhd12, Itpr2, Cyb5r1, Gng13, Kng2"
"R-MMU-449147"	"Signaling by Interleukins"	0.000128336755646817	0.0038778413615178	2.23167282038855	0.540807812455342	207	"Il21r, Il7r, Il1rn, Csf3r, Csf1r, Il1a, Csf2ra, Hck, Il1b, Il1rl1, Vav1, Il10ra, Il1r2, Socs1, Irak3, Il12rb1, Syk, Il4ra, Casp1, Il2rb, Il23a, Ebi3, Il27ra, Il27, Crlf2, Il6, Lyn, Csf1, Il33, Il12rb2, Irak2, Pik3cd, Il6ra, Il13ra1, Il1rl2, Inpp5d, Ctsg, Nod1, Il15ra, Nfkb2, Map3k8, Clcf1, Il16, Ptpn6, Nfkbia, Ifnlr1, Osm, Map3k3, Tec, App, Mapkapk3, Il20ra, Cd4, Ptk2b, Il11"
"R-MMU-397014"	"Muscle contraction"	0.000132030631106417	0.0038778413615178	2.30098705038929	0.569340501292053	173	"Myl1, Tnnc2, Tnnt3, Tnni2, Atp2a1, Acta1, Des, Mylpf, Myh8, Actn3, Trdn, Neb, Tmod4, Tcap, Cacna1d, Casq1, Cacnb1, Atp1a3, Tpm2, Mybpc1, Fxyd2, Ryr1, Actn2, Scn1b, Mybpc2, Atp1b1, Kcnk6, Atp2a3, Slc8a1, Itgb5, Scn7a, Camk2a, Kcnk13, Atp1a2, Trim72, Kcnj14, Scn2a, Scn4b, Kcnj11, Pxn, Nos1, Dmpk, Atp1b2, Fkbp1b, Tnni3, Nppa, Npr1, Dmd, Scn4a, Cacng6, Kcnj12, Tmod1, Cacng1"
"R-MMU-375276"	"Peptide ligand-binding receptors"	0.000134390538906061	0.0038778413615178	1.93597629128633	0.483015889651519	164	"C3, Cxcl2, Ccl5, Fpr1, Ccr5, Pf4, Cxcl16, Ccl9, Ccl6, Cxcl12, C5ar1, Cxcl9, C3ar1, Cxcr6, Ppbp, Penk, Cxcl13, Cxcl3, Bdkrb2, Hc, Ccl1, Ccrl2, Npy, Xcl1, Tacr1, Psap, Cxcr2, Ccl19, Hebp1, F2rl1, App, Npy5r, Npy1r, C5ar2, Gper1, Mc3r"
"R-MMU-168898"	"Toll-like Receptor Cascades"	0.000138985406532314	0.0038778413615178	2.04054615582342	0.523322254998569	130	"S100a8, Cd180, Cd14, Itgb2, Ctss, Unc93b1, Tlr2, Tlr9, Lbp, Cd36, Irf7, Tlr8, Birc3, Lgmn, Tlr7, Irak2, Ly86, S100a9, Nod1, Ticam2, Nfkb2, Map3k8, Tlr1, Ctsl, Ripk3, Nfkbia, Tlr6, App, Plcg2, Mapkapk3, Ikbke, Ctsb"
"R-MMU-1474228"	"Degradation of the extracellular matrix"	0.000140331181588549	0.0038778413615178	2.0543842570014	0.530733536846204	123	"Mmp19, Adam8, Mmp12, Dcn, Mmp2, Col3a1, Ctss, Htra1, Col1a2, Spp1, Col1a1, Mmp3, Fbn1, Cma1, Mmp13, Mmp25, Col5a2, Klk1b22, Capn5, Ctsg, Nid1, Capn15, Ctsl, Col18a1, Klk1b11, Timp1, Col10a1, Col6a1, Bmp1, Col12a1, Klk1b3, Fn1, Ctsb, Mmp14, Gm5771, Mmp11, Col4a1, 4930486L24Rik, Col4a4"
"R-MMU-114608"	"Platelet degranulation "	0.000141003948110547	0.0038778413615178	1.99720277444283	0.52154710870335	113	"Pf4, Fermt3, Igf1, Lhfpl2, Plek, Mmrn1, Islr, Srgn, Gas6, Actn2, Cd36, Ppbp, Serping1, Ctsw, Tagln2, Selp, Timp3, Tgfb1, Spp2, Psap, Tmsb4x, Pdgfb, F13a1, Selenop, Timp1, App, Vegfd, Pros1, Fn1, Serpina3i, Tor4a, Rarres2, Endod1, Qsox1, Cfd, Cyb5r1, Kng2, Hgf, Fam49b, Serpina1c, Alb, Lamp2, Brpf3, Lefty2"
"R-MMU-76005"	"Response to elevated platelet cytosolic Ca2+"	0.000141123341800734	0.0038778413615178	2.02561064943344	0.526992605591636	118	"Pf4, Prkcb, Fermt3, Igf1, Lhfpl2, Plek, Mmrn1, Islr, Srgn, Gas6, Actn2, Cd36, Ppbp, Serping1, Ctsw, Tagln2, Selp, Timp3, Tgfb1, Spp2, Psap, Tmsb4x, Pdgfb, F13a1, Selenop, Timp1, App, Vegfd, Pros1, Fn1, Serpina3i, Tor4a, Rarres2, Endod1, Qsox1, Stxbp3, Cfd, Cyb5r1, Kng2, Hgf, Fam49b, Serpina1c, Alb, Lamp2, Brpf3, Lefty2"
"R-MMU-381426"	"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)"	0.000141342756183746	0.0038778413615178	1.85306479475277	0.483543031686415	115	"C3, Igfbp5, Apol7e, Apol7b, Igf1, Spp1, Gas6, Fbn1, Penk, Gpc3, Hrc, Il6, Csf1, Fstl1, Spp2, Igfbp6, C4b, Tnc, Timp1, Lamb2, App, Cp, Fam20c, Fn1, Cst3, Shisa5"
"R-MMU-202733"	"Cell surface interactions at the vascular wall"	0.000142795944595173	0.0038778413615178	2.36863460016373	0.624829035086389	104	"Itgb2, Cd84, Pf4, Dok2, Sdc3, Procr, Col1a2, Fcer1g, Gas6, Col1a1, Thbd, Slc7a8, Atp1b1, Spn, Cd48, Olr1, Lyn, Sell, Selp, Tgfb1, Itgax, Jaml, Inpp5d, Sirpa, Slc7a7, Itga5, Ptpn6, Atp1b2, Psg18, Pros1, Fn1, Slc7a9, Gpc1, Trem1, Fyn, Slc7a11, Proc, Cd47, Angpt1, Sdc4"
