"ID"	"Description"	"pvalue"	"p.adjust"	"Sign"
"GO:0002274"	"myeloid leukocyte activation"	2.05202867556674e-05	0.0137919758570338	1
"GO:0035754"	"B cell chemotaxis"	5.18266303199496e-05	0.0137919758570338	1
"GO:0030217"	"T cell differentiation"	6.53131658363852e-05	0.0137919758570338	1
"GO:0034341"	"response to interferon-gamma"	6.63512808408209e-05	0.0137919758570338	1
"GO:0048247"	"lymphocyte chemotaxis"	7.84526499262444e-05	0.0137919758570338	1
"GO:1990845"	"adaptive thermogenesis"	0.000107063827722888	0.0146644671502003	1
"GO:0042110"	"T cell activation"	0.000116781877191584	0.0146644671502003	1
"GO:0002695"	"negative regulation of leukocyte activation"	0.000198514045941241	0.0218117307977938	1
"GO:0050866"	"negative regulation of cell activation"	0.000301035462468877	0.0294011301677936	1
"GO:0030098"	"lymphocyte differentiation"	0.000390266709289011	0.0343044437465041	1
"GO:0043011"	"myeloid dendritic cell differentiation"	0.000462812579606539	0.0364905093328649	1
"GO:0072676"	"lymphocyte migration"	0.000498163949936723	0.0364905093328649	1
"GO:0050663"	"cytokine secretion"	0.000593537377898369	0.0401322580902051	1
"GO:0032703"	"negative regulation of interleukin-2 production"	0.0007270917771958	0.0456509765825078	1
"GO:0050868"	"negative regulation of T cell activation"	0.000903117758594225	0.0472269700532724	1
"GO:0032369"	"negative regulation of lipid transport"	0.000913377122759534	0.0472269700532724	1
"GO:0045589"	"regulation of regulatory T cell differentiation"	0.000913377122759534	0.0472269700532724	1
"GO:0048871"	"multicellular organismal homeostasis"	0.000986500632496748	0.0481741142202579	1
"GO:0045066"	"regulatory T cell differentiation"	0.00112021660851756	0.0518247578361543	1
"GO:1903038"	"negative regulation of leukocyte cell-cell adhesion"	0.00119185588749559	0.0523820662554311	1
"GO:0060326"	"cell chemotaxis"	0.00128265755468984	0.0536883805034463	1
"GO:0001773"	"myeloid dendritic cell activation"	0.00134742007604258	0.0538355566746103	1
"GO:0097028"	"dendritic cell differentiation"	0.00159479863097257	0.0609490433315169	1
"GO:0051250"	"negative regulation of lymphocyte activation"	0.00182534713098975	0.0653896494692576	1
"GO:0070207"	"protein homotrimerization"	0.00186216463578534	0.0653896494692576	1
"GO:1905953"	"negative regulation of lipid localization"	0.00195569604187097	0.0653896494692576	1
"GO:0019221"	"cytokine-mediated signaling pathway"	0.00200855578574512	0.0653896494692576	1
"GO:0050727"	"regulation of inflammatory response"	0.002424054551216	0.0760979982328166	1
"GO:0045581"	"negative regulation of T cell differentiation"	0.00256270295079507	0.0776764101292713	1
"GO:0051260"	"protein homooligomerization"	0.00312387968969888	0.0808411778947955	1
"GO:0022408"	"negative regulation of cell-cell adhesion"	0.00323435880261661	0.0808411778947955	1
"GO:0022407"	"regulation of cell-cell adhesion"	0.00348921571052648	0.0808411778947955	1
"GO:0050732"	"negative regulation of peptidyl-tyrosine phosphorylation"	0.00349232617105383	0.0808411778947955	1
"GO:0045620"	"negative regulation of lymphocyte differentiation"	0.00361804301237306	0.0808411778947955	1
"GO:0030099"	"myeloid cell differentiation"	0.0037152793068355	0.0808411778947955	1
"GO:0032663"	"regulation of interleukin-2 production"	0.00387574596923774	0.0808411778947955	1
"GO:0070098"	"chemokine-mediated signaling pathway"	0.00414176382568678	0.0808411778947955	1
"GO:0019722"	"calcium-mediated signaling"	0.00448286707746174	0.0808411778947955	1
"GO:0070206"	"protein trimerization"	0.00455626571697757	0.0808411778947955	1
"GO:0030595"	"leukocyte chemotaxis"	0.00460336897756232	0.0808411778947955	1
"GO:0050707"	"regulation of cytokine secretion"	0.00466435204200368	0.0808411778947955	1
"GO:0001698"	"gastrin-induced gastric acid secretion"	0.00478241325429962	0.0808411778947955	1
"GO:0001807"	"regulation of type IV hypersensitivity"	0.00478241325429962	0.0808411778947955	1
"GO:0002884"	"negative regulation of hypersensitivity"	0.00478241325429962	0.0808411778947955	1
"GO:0021538"	"epithalamus development"	0.00478241325429962	0.0808411778947955	1
"GO:0021986"	"habenula development"	0.00478241325429962	0.0808411778947955	1
"GO:0055011"	"atrial cardiac muscle cell differentiation"	0.00478241325429962	0.0808411778947955	1
"GO:0055014"	"atrial cardiac muscle cell development"	0.00478241325429962	0.0808411778947955	1
"GO:0061366"	"behavioral response to chemical pain"	0.00478241325429962	0.0808411778947955	1
"GO:0061368"	"behavioral response to formalin induced pain"	0.00478241325429962	0.0808411778947955	1
"GO:0090182"	"regulation of secretion of lysosomal enzymes"	0.00478241325429962	0.0808411778947955	1
"GO:2001027"	"negative regulation of endothelial cell chemotaxis"	0.00478241325429962	0.0808411778947955	1
"GO:0002573"	"myeloid leukocyte differentiation"	0.00491319215392753	0.0812127707225535	1
"GO:0032623"	"interleukin-2 production"	0.00498918045394527	0.0812127707225535	1
"GO:0002673"	"regulation of acute inflammatory response"	0.0051375466812649	0.082107336960579	1
